# Benchmark Case 4 Element Force Results: Denoted by element and degree of freedom
# DOF is based on NASTRAN numbering 1-7 are End A and 71-77 are End B
# 1=Moment1; 2=Moment2; 3=Shear1; 4=Shear2; 5=Axial; 6=Torque; 7=WarpingTorque
Time,1001_1,1001_2,1001_3,1001_4,1001_5,1001_6,1001_7,1010_71,1010_72,1010_73,1010_74,1010_75,1010_76,1010_77,1020_71,1020_72,1020_73,1020_74,1020_75,1020_76,1020_77,1101_71,1101_72,1101_73,1101_74,1101_75,1101_76,1101_77,1102_71,1102_72,1102_73,1102_74,1102_75,1102_76,1102_77,1103_71,1103_72,1103_73,1103_74,1103_75,1103_76,1103_77,1104_71,1104_72,1104_73,1104_74,1104_75,1104_76,1104_77
0.01,99999.8977233,5599999.89699,-0.000600797966803,9999.99943285,-574813.34087,-0.000598691621768,0.0,99999.0140348,1599999.01365,0.0135862939046,6000.01358911,-211176.709246,-2.18230244186e-05,0.0,-2.941597018e-09,2.88062198476e-08,0.00129033817553,1000.00128613,-78.3947529365,-1.34464500579e-05,0.0,-3759010.02735,2716.07173228,200523.352538,-10.5662761734,-8555.90266756,275762.302619,0.0,-3740326.09132,-2960.31164362,198964.526995,17.8262091635,-8549.97743129,-285800.069594,0.0,-2692606.6,-2766.00789928,111637.828364,12.0058507684,-740.357134867,-275761.991521,0.0,-2711266.49532,3010.29342562,113195.958938,-19.2666781501,-746.371772604,285799.767443,0.0
0.011,99999.8982354,5599999.8976,-0.000581024092484,9999.99945226,-574947.330595,-0.000598839121353,0.0,99999.1075909,1599999.1072,0.0118286303695,6000.01183154,-211169.993103,-2.18401127331e-05,0.0,-2.95806367325e-09,2.87897741881e-08,0.00114002308546,1000.00113582,-78.4014741712,-1.34521546732e-05,0.0,-3758577.99482,2716.07725266,200504.303205,-10.5664375589,-8555.78058533,275762.302603,0.0,-3739894.05921,-2960.31513259,198945.477669,17.8263130462,-8549.85539981,-285800.069601,0.0,-2692174.56508,-2766.00747071,111618.778949,12.0058402625,-740.235412319,-275761.991517,0.0,-2710834.46302,3010.29096593,113176.909606,-19.2666101485,-746.249988942,285799.767464,0.0
0.012,99999.898802,5599999.89826,-0.000536344720482,9999.99949651,-575078.571237,-0.000599000056426,0.0,99999.2349066,1599999.23452,0.00952471856461,6000.00952772,-211161.415945,-2.18603492246e-05,0.0,-2.96538072557e-09,2.87823426668e-08,0.000938512907613,1000.00093431,-78.4109900726,-1.34583244983e-05,0.0,-3758109.49875,2716.08361804,200483.405226,-10.5666231586,-8555.57726636,275762.302583,0.0,-3739425.56394,-2960.31909014,198924.579704,17.8264301263,-8549.65211119,-285800.069644,0.0,-2691706.06692,-2766.00694519,111597.880892,12.0058270399,-740.032426265,-275761.991514,0.0,-2710365.96756,3010.28803291,113156.011635,-19.266528414,-746.046959577,285799.767524,0.0
0.013,99999.8993869,5599999.89893,-0.000466101869299,9999.99956674,-575206.878447,-0.000599180583677,0.0,99999.3921296,1599999.39174,0.00675259641987,6000.00675568,-211151.265949,-2.18814004297e-05,0.0,-2.96203002505e-09,2.87854379523e-08,0.000692036419873,1000.00068783,-78.4230480891,-1.34647856531e-05,0.0,-3757604.40925,2716.09083553,200460.618609,-10.5668331586,-8555.28245378,275762.302559,0.0,-3738920.47571,-2960.32349698,198901.793113,17.8265596061,-8549.35729528,-285800.069726,0.0,-2691200.97584,-2766.00631857,111575.094207,12.0058109675,-739.737891489,-275761.991511,0.0,-2709860.87917,3010.284596,113133.225038,-19.2664318304,-745.752412602,285799.767627,0.0
0.014,99999.8999551,5599999.89958,-0.000370899708275,9999.99966277,-575332.07379,-0.000599324283831,0.0,99999.5743471,1599999.57395,0.00360834062685,6000.00361148,-211139.909931,-2.19103012895e-05,0.0,-2.94653967552e-09,2.88005276181e-08,0.000408516015073,1000.00040431,-78.4373115408,-1.34713360919e-05,0.0,-3757063.08004,2716.09889785,200435.924892,-10.5670673371,-8554.88607165,275762.302532,0.0,-3738379.14831,-2960.32832975,198877.099435,17.8267006068,-8548.96086488,-285800.069847,0.0,-2690659.64575,-2766.00558849,111550.400437,12.0057919654,-739.341707821,-275761.99151,0.0,-2709319.55164,3010.28063674,113108.531356,-19.266319658,-745.356259162,285799.767774,0.0
0.015,99999.9004746,5599999.90016,-0.000252754551981,9999.9997829,-575453.981973,-0.000599480267584,0.0,99999.7757437,1599999.77535,0.000202630337315,6000.00020581,-211127.785959,-2.19403602126e-05,0.0,-2.9175587843e-09,2.88289592911e-08,9.73234590214e-05,1000.00009312,-78.4533689724,-1.34778428203e-05,0.0,-3756486.27673,2716.10778363,200409.325043,-10.5673250739,-8554.37852176,275762.302501,0.0,-3737802.3474,-2960.33356314,198850.499639,17.8268522453,-8548.45321356,-285800.070006,0.0,-2690082.84237,-2766.00475471,111523.800554,12.0057700166,-738.834259127,-275761.99151,0.0,-2708742.75065,3010.27615096,113081.931557,-19.2661916193,-744.848891457,285799.767964,0.0
0.016,99999.8999761,5599999.89973,-0.000239177316034,9999.99981654,-575774.269244,-0.000599699112853,0.0,99999.7362148,1599999.73582,0.000836965245444,6000.00084002,-211128.574066,-2.19678107963e-05,0.0,-2.93737127023e-09,2.88095383978e-08,0.000149223164666,1000.00014502,-78.4500897668,-1.34824133002e-05,0.0,-3755606.56928,2716.11783792,200370.277315,-10.5676198989,-8554.04920588,275762.30248,0.0,-3736922.64425,-2960.33906484,198811.452038,17.827009089,-8548.12350062,-285800.070061,0.0,-2689203.1383,-2766.00394343,111484.752924,12.0057500693,-738.50462349,-275761.991525,0.0,-2707863.04772,3010.27078763,113042.88396,-19.2660337002,-744.519638931,285799.768055,0.0
0.017,99999.8994398,5599999.89924,-0.000209391075732,9999.99986716,-576090.519455,-0.000599908602882,0.0,99999.7118912,1599999.7115,0.00128818799837,6000.0012911,-211129.073329,-2.19997991798e-05,0.0,-2.94137001008e-09,2.88057569592e-08,0.000180544896182,1000.00017634,-78.4483344538,-1.34869792394e-05,0.0,-3754686.82264,2716.12878544,200329.048628,-10.5679403189,-8553.58554885,275762.302453,0.0,-3736002.90239,-2960.34503908,198770.223489,17.827178852,-8547.65940501,-285800.07014,0.0,-2688283.39559,-2766.0030217,111443.524348,12.0057270094,-738.040576322,-275761.991542,0.0,-2706943.30611,3010.26489317,113001.655416,-19.2658599931,-744.056013932,285799.768178,0.0
0.018,99999.8989063,5599999.89874,-0.000167688374501,9999.99992976,-576402.156141,-0.00060014227782,0.0,99999.7047027,1599999.70431,0.00152182556992,6000.00152458,-211129.32284,-2.20317195555e-05,0.0,-2.92868961171e-09,2.88184578794e-08,0.000188854656175,1000.00018465,-78.4482485483,-1.34917657714e-05,0.0,-3753721.67531,2716.14071673,200285.363181,-10.5682889728,-8552.97437216,275762.30242,0.0,-3735037.7602,-2960.35158026,198726.538191,17.8273645975,-8547.04776691,-285800.070234,0.0,-2687318.25242,-2766.00198297,111399.839017,12.0057006852,-737.428981536,-275761.991559,0.0,-2705978.16419,3010.25846494,112957.970123,-19.2656707718,-743.444861499,285799.768323,0.0
0.019,99999.8984158,5599999.89828,-0.000118954810868,9999.99999875,-576708.602986,-0.000600358648763,0.0,99999.7158755,1599999.71548,0.00151331004416,6000.00151591,-211129.427307,-2.20706770417e-05,0.0,-2.89880029677e-09,2.88481494916e-08,0.000172816927312,1000.00016861,-78.4499129062,-1.34969479849e-05,0.0,-3752706.1154,2716.15370762,200238.964423,-10.5686680834,-8552.20372506,275762.302379,0.0,-3734022.20561,-2960.35877548,198680.139585,17.8275691968,-8546.27665512,-285800.07033,0.0,-2686302.69652,-2766.00082289,111353.440368,12.0056710106,-736.657932636,-275761.991577,0.0,-2704962.60987,3010.25150984,112911.571522,-19.265466597,-742.674255393,285799.768478,0.0
0.02,99999.8980049,5599999.89791,-6.8167662538e-05,10000.0000685,-577009.285825,-0.000600589622452,0.0,99999.745884,1599999.74549,0.00124894854548,6000.0012514,-211129.560632,-2.21120466393e-05,0.0,-2.85153671238e-09,2.88949768424e-08,0.000132246668604,1000.00012804,-78.4533403852,-1.35027244213e-05,0.0,-3751635.52438,2716.16781878,200189.617037,-10.569079443,-8551.26291638,275762.30233,0.0,-3732951.61995,-2960.36670075,198630.792352,17.8277951881,-8545.3353971,-285800.070418,0.0,-2685232.10898,-2765.99953884,111304.093076,12.0056379473,-735.716780644,-275761.991595,0.0,-2703892.02445,3010.24404059,112862.224294,-19.2652481782,-741.733527917,285799.768633,0.0
0.021,99999.8977027,5599999.89764,-1.99247802705e-05,10000.0001337,-577303.63479,-0.000600846381786,0.0,99999.7944282,1599999.79403,0.000726468623415,6000.00072878,-211129.967449,-2.21548128877e-05,0.0,-2.78712836941e-09,2.89586913218e-08,6.81150475666e-05,1000.00006391,-78.4584747394,-1.35092402685e-05,0.0,-3750505.71211,2716.18309594,200137.108553,-10.569524415,-8550.14254285,275762.302271,0.0,-3731821.81294,-2960.37541728,198578.284018,17.8280446385,-8544.21460554,-285800.070487,0.0,-2684102.29939,-2765.99812988,111251.584662,12.0056015034,-734.596158738,-275761.991613,0.0,-2702762.21765,3010.23607176,112809.715963,-19.2650162274,-740.613296249,285799.768779,0.0
0.022,99999.8975286,5599999.89752,2.19789624689e-05,10000.0001903,-577591.086595,-0.000601108692603,0.0,99999.8604385,1599999.86004,-4.48795808771e-05,5999.99995733,-211130.962552,-2.22027589296e-05,0.0,-2.70623127737e-09,2.90386190778e-08,-1.74919809548e-05,999.999978305,-78.4651918065,-1.35165764677e-05,0.0,-3749312.94253,2716.19957025,200081.250532,-10.5700039436,-8548.83451516,275762.302201,0.0,-3730629.04843,-2960.38496881,198522.426141,17.8283190425,-8542.90620294,-285800.070528,0.0,-2682909.53143,-2765.99659627,111195.72668,12.0055617173,-733.288005161,-275761.991629,0.0,-2701569.4533,3010.2276162,112753.858088,-19.2647713325,-739.305486803,285799.768907,0.0
0.023,99999.8974899,5599999.89753,5.48846102784e-05,10000.0002353,-577871.086911,-0.000601393355898,0.0,99999.9421086,1599999.94171,-0.0010446665444,5999.99895746,-211132.928208,-2.22524790034e-05,0.0,-2.60996007111e-09,2.91336289125e-08,-0.000121461626945,999.999874335,-78.4733029794,-1.35247701664e-05,0.0,-3748053.94936,2716.21725913,200021.879328,-10.5705185769,-8547.3320825,275762.30212,0.0,-3729370.06008,-2960.39537983,198463.055073,17.8286192489,-8541.40344504,-285800.070536,0.0,-2681650.53871,-2765.99493933,111136.355481,12.0055186522,-731.785585391,-275761.991645,0.0,-2700310.46504,3010.21868228,112694.48702,-19.2645138586,-737.803358552,285799.769012,0.0
0.024,99999.8975808,5599999.89769,7.74664868864e-05,10000.0002673,-578143.092813,-0.000601695250917,0.0,100000.036954,1600000.03655,-0.00224205794123,5999.99776001,-211136.30941,-2.23056810979e-05,0.0,-2.49991964683e-09,2.92421006473e-08,-0.000239786591888,999.999756011,-78.482560892,-1.35337894189e-05,0.0,-3746725.94196,2716.23616751,199958.856411,-10.5710684988,-8545.62985564,275762.302028,0.0,-3728042.05723,-2960.40665496,198400.032286,17.8289454333,-8539.70094326,-285800.070507,0.0,-2680322.53055,-2765.99316109,111073.332535,12.0054723852,-730.08351384,-275761.99166,0.0,-2698982.46223,3010.20927174,112631.464231,-19.264243874,-736.101525301,285799.76909,0.0
0.025,99999.8977828,5599999.89796,8.98047029273e-05,10000.0002866,-578406.575289,-0.000602029914257,0.0,100000.141894,1600000.14148,-0.00359699138401,5999.99640505,-211141.607153,-2.2358708391e-05,0.0,-2.37823507772e-09,2.93618951842e-08,-0.000367738148992,999.999628059,-78.4926671835,-1.354353629e-05,0.0,-3745326.60141,2716.25628923,199892.068271,-10.5716535698,-8543.72382784,275762.301924,0.0,-3726642.721,-2960.41877967,198333.24427,17.8292971165,-8537.79468558,-285800.07044,0.0,-2678923.1881,-2765.99126408,111006.544335,12.0054230008,-728.177774578,-275761.991675,0.0,-2697583.12599,3010.19937876,112564.676211,-19.2639611244,-734.195976564,285799.769141,0.0
