# Benchmark Case 1a Acceleration Results: Denoted by grid and degree of freedom
Time,1001_1,1001_2,1001_3,1001_4,1001_5,1001_6,1009_1,1009_2,1009_3,1009_4,1009_5,1009_6,1021_1,1021_2,1021_3,1021_4,1021_5,1021_6
0.0,616.97292489,-0.480298963887,-0.480298963929,2.41419384721e-15,-0.00122786717445,0.00122786717425,616.97292489,0.0108479058129,0.0108479058489,7.76786541499e-15,-0.00122786717439,0.00122786717428,616.97292489,0.747568210461,0.747568210352,5.55553650191e-15,-0.00122786717401,0.0012278671745
0.001,616.97292489,-0.480298963887,-0.480298963929,2.42807163492e-15,-0.00122786717445,0.00122786717425,616.97292489,0.0108479058129,0.0108479058489,7.78174320268e-15,-0.00122786717439,0.00122786717428,616.97292489,0.747568210461,0.747568210352,5.55553650179e-15,-0.00122786717401,0.0012278671745
0.002,616.97292489,-0.480298963887,-0.480298963929,2.41419384707e-15,-0.00122786717445,0.00122786717425,616.97292489,0.0108479058129,0.0108479058489,7.76786541493e-15,-0.00122786717439,0.00122786717428,616.97292489,0.747568210461,0.747568210352,5.55553650169e-15,-0.00122786717401,0.0012278671745
0.003,616.97292489,-0.480298963887,-0.480298963929,2.42364414859e-15,-0.00122786717445,0.00122786717425,616.97292489,0.0108479058129,0.0108479058489,7.77731571671e-15,-0.00122786717439,0.00122786717428,616.97292489,0.747568210461,0.747568210352,5.56498680314e-15,-0.00122786717401,0.0012278671745
0.004,616.97292489,-0.480298963887,-0.480298963929,2.44697223785e-15,-0.00122786717445,0.00122786717425,616.97292489,0.0108479058129,0.0108479058489,7.78676601857e-15,-0.00122786717439,0.00122786717428,616.97292489,0.747568210461,0.747568210352,5.57443710444e-15,-0.00122786717401,0.0012278671745
0.005,616.97292489,-0.480298963887,-0.480298963929,2.45642253927e-15,-0.00122786717445,0.00122786717425,616.97292489,0.0108479058129,0.0108479058489,7.79621632049e-15,-0.00122786717439,0.00122786717428,616.97292489,0.747568210461,0.747568210352,5.59776519347e-15,-0.00122786717401,0.0012278671745
0.006,616.97292489,-0.480298963887,-0.480298963929,2.4658728407e-15,-0.00122786717445,0.00122786717425,616.97292489,0.0108479058129,0.010847905849,7.81954441044e-15,-0.00122786717439,0.00122786717428,616.97292489,0.747568210461,0.747568210352,5.60721549465e-15,-0.00122786717401,0.00122786717451
0.007,616.97292489,-0.480298963887,-0.480298963929,2.47089565593e-15,-0.00122786717445,0.00122786717425,616.97292489,0.0108479058129,0.010847905849,7.82456722644e-15,-0.00122786717439,0.00122786717428,616.97292489,0.747568210462,0.747568210352,5.61223830965e-15,-0.00122786717401,0.00122786717451
0.008,616.97292489,-0.480298963887,-0.480298963929,2.48979625904e-15,-0.00122786717445,0.00122786717425,616.97292489,0.0108479058129,0.010847905849,7.84346783041e-15,-0.00122786717439,0.00122786717428,616.97292489,0.747568210462,0.747568210352,5.64501670032e-15,-0.00122786717401,0.00122786717451
0.009,616.97292489,-0.480298963887,-0.480298963929,2.52257464988e-15,-0.00122786717445,0.00122786717425,616.97292489,0.0108479058129,0.010847905849,7.87624622203e-15,-0.00122786717439,0.00122786717428,616.97292489,0.747568210462,0.747568210352,5.66391730311e-15,-0.00122786717401,0.00122786717451
