# Benchmark Case 1b Element Force Results: Denoted by element and degree of freedom
# DOF is based on NASTRAN numbering 1-7 are End A and 71-77 are End B
# 1=Moment1; 2=Moment2; 3=Shear1; 4=Shear2; 5=Axial; 6=Torque; 7=WarpingTorque
Time,1001_1,1001_2,1001_3,1001_4,1001_5,1001_6,1001_7,1010_71,1010_72,1010_73,1010_74,1010_75,1010_76,1010_77,1020_71,1020_72,1020_73,1020_74,1020_75,1020_76,1020_77,1101_71,1101_72,1101_73,1101_74,1101_75,1101_76,1101_77,1102_71,1102_72,1102_73,1102_74,1102_75,1102_76,1102_77,1103_71,1103_72,1103_73,1103_74,1103_75,1103_76,1103_77,1104_71,1104_72,1104_73,1104_74,1104_75,1104_76,1104_77
0.0,36.0528274294,36.0514985293,-65.218134065,-65.2181479636,-916223.3691,-0.000517243569249,0.0,92988.0455082,92988.0451798,-228.339440651,-228.339438576,-337389.342268,-8.92567288456e-05,0.0,1.21662024082e-08,-2.08346331293e-08,-0.1519363808,-0.15193630592,-125.393948333,-2.00868840915e-05,0.0,-0.000101832020961,6.62993174587e-06,-406.731862173,6.85589947796e-07,0.44784798947,1.43366086096e-05,0.0,-0.000128900707714,6.23336860082e-06,-406.790150763,0.447848720725,4.0065179817e-07,-0.0190354571536,0.0,0.000101801274276,6.30832608166e-06,-406.848447966,5.17826417792e-07,-0.447847588823,-4.70570605425e-06,0.0,0.000128642413882,6.44679512521e-06,-406.790159012,-0.447847401493,1.3634183977e-07,0.0190359328401,0.0
0.001,36.0528274301,36.0514985302,-65.2181340652,-65.2181479638,-916223.3691,-0.000517243845735,0.0,92988.0455082,92988.0451798,-228.339440651,-228.339438576,-337389.342268,-8.92572236107e-05,0.0,1.21646152016e-08,-2.08387510317e-08,-0.1519363808,-0.15193630592,-125.393948333,-2.00868683458e-05,0.0,-0.000101832018005,6.62992901739e-06,-406.731862173,6.85589834109e-07,0.447847989474,1.43366084959e-05,0.0,-0.000128900709078,6.23336860082e-06,-406.790150763,0.447848720726,4.0064870198e-07,-0.0190354571539,0.0,0.000101801275754,6.30832790065e-06,-406.848447966,5.17826076732e-07,-0.447847588825,-4.70570605425e-06,0.0,0.000128642415246,6.44679330622e-06,-406.790159012,-0.447847401494,1.36342754593e-07,0.0190359328405,0.0
0.002,36.0528274301,36.0514985306,-65.2181340653,-65.2181479639,-916223.3691,-0.000517244224085,0.0,92988.0455082,92988.0451798,-228.339440651,-228.339438576,-337389.342268,-8.92578347911e-05,0.0,1.21598535828e-08,-2.08511047374e-08,-0.151936380798,-0.15193630592,-125.393948333,-2.0086830886e-05,0.0,-0.000101832009478,6.62992083193e-06,-406.731862173,6.85589834109e-07,0.447847989482,1.43366082686e-05,0.0,-0.000128900713625,6.23336951032e-06,-406.790150763,0.447848720726,4.006393992e-07,-0.0190354571536,0.0,0.000101801280074,6.30833244813e-06,-406.848447966,5.17825735671e-07,-0.447847588827,-4.70570605425e-06,0.0,0.000128642419566,6.44678784925e-06,-406.790159012,-0.447847401495,1.36345513276e-07,0.0190359328406,0.0
0.003,36.0528274301,36.0514985311,-65.2181340653,-65.2181479639,-916223.3691,-0.000517244689747,0.0,92988.0455082,92988.0451798,-228.339440651,-228.339438576,-337389.342268,-8.92585623869e-05,0.0,1.21519175511e-08,-2.08716942474e-08,-0.151936380797,-0.15193630592,-125.393948333,-2.00867718257e-05,0.0,-0.00010183199504,6.62990718951e-06,-406.731862173,6.85590061483e-07,0.447847989494,1.43366079275e-05,0.0,-0.000128900720901,6.23337041981e-06,-406.790150763,0.447848720726,4.00623888052e-07,-0.0190354571531,0.0,0.000101801287236,6.30833972408e-06,-406.848447966,5.17825167237e-07,-0.44784758883,-4.70570594056e-06,0.0,0.000128642426842,6.4467796638e-06,-406.790159012,-0.447847401495,1.36350115816e-07,0.0190359328406,0.0
0.004,36.0528274301,36.0514985318,-65.2181340654,-65.2181479639,-916223.3691,-0.000517245228167,0.0,92988.0455082,92988.0451798,-228.339440651,-228.339438576,-337389.342268,-8.92593772941e-05,0.0,1.21408071065e-08,-2.09005195616e-08,-0.151936380795,-0.15193630592,-125.393948333,-2.00866913354e-05,0.0,-0.000101831975031,6.62988899962e-06,-406.731862173,6.8559051623e-07,0.447847989512,1.43366074728e-05,0.0,-0.000128900731133,6.2333722388e-06,-406.790150763,0.447848720726,4.00602168537e-07,-0.0190354571525,0.0,0.000101801297241,6.30834972853e-06,-406.848447966,5.17824485116e-07,-0.447847588834,-4.70570582687e-06,0.0,0.000128642436847,6.44676784037e-06,-406.790159012,-0.447847401495,1.36356563991e-07,0.0190359328405,0.0
0.005,36.0528274299,36.0514985325,-65.2181340654,-65.218147964,-916223.3691,-0.000517245839348,0.0,92988.0455082,92988.0451798,-228.339440651,-228.339438576,-337389.342268,-8.92602795129e-05,0.0,1.2126522249e-08,-2.09375806798e-08,-0.151936380792,-0.151936305921,-125.393948333,-2.00865897563e-05,0.0,-0.00010183194911,6.62986444326e-06,-406.731862173,6.85591084664e-07,0.447847989534,1.43366067906e-05,0.0,-0.000128900744321,6.23337405779e-06,-406.790150763,0.447848720726,4.00574242431e-07,-0.0190354571516,0.0,0.000101801310201,6.30836246145e-06,-406.848447966,5.17823802995e-07,-0.44784758884,-4.7057055995e-06,0.0,0.000128642449807,6.44675146947e-06,-406.790159012,-0.447847401495,1.36364856025e-07,0.0190359328405,0.0
0.006,36.0528274297,36.0514985334,-65.2181340654,-65.218147964,-916223.3691,-0.000517246494184,0.0,92988.0455082,92988.0451798,-228.339440652,-228.339438577,-337389.342268,-8.92612399393e-05,0.0,1.21090629785e-08,-2.09828776024e-08,-0.151936380789,-0.151936305921,-125.393948333,-2.00864672587e-05,0.0,-0.000101831917505,6.62983533943e-06,-406.731862173,6.85591880472e-07,0.447847989561,1.43366061085e-05,0.0,-0.000128900760464,6.23337587678e-06,-406.790150763,0.447848720726,4.00540109734e-07,-0.0190354571504,0.0,0.000101801326003,6.30837792286e-06,-406.848447966,5.178228935e-07,-0.447847588846,-4.70570548581e-06,0.0,0.000128642465723,6.44673237008e-06,-406.790159012,-0.447847401495,1.36374991917e-07,0.0190359328403,0.0
0.007,36.0528274293,36.0514985345,-65.2181340654,-65.218147964,-916223.3691,-0.000517247207228,0.0,92988.0455082,92988.0451798,-228.339440652,-228.339438577,-337389.342268,-8.92622294695e-05,0.0,1.20884292953e-08,-2.1036410329e-08,-0.151936380785,-0.151936305922,-125.393948333,-2.00863240701e-05,0.0,-0.000101831880216,6.62980077863e-06,-406.731862173,6.85593017341e-07,0.447847989593,1.4336605199e-05,0.0,-0.000128900779564,6.23337860527e-06,-406.790150763,0.447848720726,4.00499770447e-07,-0.019035457149,0.0,0.000101801344648,6.30839702225e-06,-406.848447966,5.17822097693e-07,-0.447847588854,-4.70570514475e-06,0.0,0.000128642484595,6.44671054221e-06,-406.790159012,-0.447847401495,1.36386969891e-07,0.0190359328401,0.0
0.008,36.0528274288,36.0514985356,-65.2181340654,-65.2181479641,-916223.3691,-0.000517247934824,0.0,92988.0455082,92988.0451798,-228.339440652,-228.339438577,-337389.342268,-8.92632481036e-05,0.0,1.20646211991e-08,-2.10981788598e-08,-0.151936380781,-0.151936305923,-125.393948333,-2.00861605316e-05,0.0,-0.000101831837129,6.62976076087e-06,-406.731862173,6.85594267896e-07,0.447847989629,1.43366040622e-05,0.0,-0.000128900801619,6.23338224324e-06,-406.790150763,0.447848720725,4.00453226345e-07,-0.0190354571473,0.0,0.000101801366248,6.30841885012e-06,-406.848447966,5.17821074511e-07,-0.447847588863,-4.70570491738e-06,0.0,0.000128642506196,6.44668416686e-06,-406.790159012,-0.447847401494,1.36400791724e-07,0.0190359328399,0.0
0.009,36.0528274282,36.0514985369,-65.2181340654,-65.2181479641,-916223.3691,-0.000517248691523,0.0,92988.0455082,92988.0451798,-228.339440652,-228.339438577,-337389.342268,-8.92642667377e-05,0.0,1.203763869e-08,-2.11681831948e-08,-0.151936380777,-0.151936305924,-125.393948333,-2.00859769274e-05,0.0,-0.000101831788357,6.62971528613e-06,-406.731862173,6.85595859512e-07,0.447847989671,1.43366029253e-05,0.0,-0.00012890082663,6.23338588122e-06,-406.790150763,0.447848720725,4.00400475652e-07,-0.0190354571455,0.0,0.000101801390691,6.30844340648e-06,-406.848447966,5.1782005133e-07,-0.447847588873,-4.70570457632e-06,0.0,0.000128642530752,6.44665506303e-06,-406.790159012,-0.447847401493,1.36416453862e-07,0.0190359328397,0.0
