# Benchmark Case 3a Acceleration Results: Denoted by grid and degree of freedom
Time,1001_1,1001_2,1001_3,1001_4,1001_5,1001_6,1009_1,1009_2,1009_3,1009_4,1009_5,1009_6,1021_1,1021_2,1021_3,1021_4,1021_5,1021_6
2.092,-0.0659528789977,0.00681836539429,-56.165437893,0.0203953095498,-0.297133359125,-5.76589487217e-05,-0.0611968395087,-0.0086580749789,51.6925553181,0.0199559258155,-0.110224017734,2.31385824032e-05,-0.0421028631109,0.0197730444705,-97.8194052922,0.0180543703396,0.371273173158,-6.71285589624e-06
2.093,-0.0662230985698,0.00575528192974,-56.1162206429,0.0203617861374,-0.296890774825,-5.22756975218e-05,-0.0608099811187,-0.00766875046923,51.6498794801,0.0199277999012,-0.110109373057,2.5213024934e-05,-0.0420763240822,0.017849345938,-97.690550869,0.0180375184685,0.370779878792,-1.29351611927e-05
2.094,-0.0664799716256,0.00468666865745,-56.0620134556,0.0203249764536,-0.296624672801,-4.68319582563e-05,-0.0604191632784,-0.00667247663336,51.6023205227,0.019896988312,-0.109983005064,2.72911881294e-05,-0.0420567053035,0.0159321532127,-97.5524550405,0.0180203148947,0.370254220688,-1.91153072013e-05
2.095,-0.0667214081377,0.00361254783204,-56.0028266502,0.0202849322747,-0.296335201011,-4.1327702008e-05,-0.0600274334619,-0.00566927652355,51.5498879219,0.019863498801,-0.109844794312,2.93750335177e-05,-0.0420415854991,0.0140208172507,-97.4051611155,0.01800272072,0.369696461458,-2.52593169518e-05
2.096,-0.0669453759849,0.00253297296019,-55.9386692715,0.0202417094702,-0.296022486646,-3.57633202847e-05,-0.0596377671216,-0.0046592989176,51.4925905971,0.0198273429073,-0.10969462271,3.14664945413e-05,-0.0420285245838,0.0121147328766,-97.2487101396,0.017984690789,0.369106841964,-3.13727232839e-05
2.097,-0.0671499173342,0.00144802769933,-55.8695489133,0.0201953676317,-0.295686632732,-3.01396000367e-05,-0.0592530411643,-0.00364281842086,51.4304370076,0.0197885359512,-0.109532375922,3.35674402038e-05,-0.0420150905691,0.0102133382601,-97.0831405024,0.0179661742175,0.368485577799,-3.74605739575e-05
2.098,-0.067333164182,0.000357824536799,-55.7954715616,0.0201459697071,-0.295327715019,-2.44576968555e-05,-0.0588760087552,-0.00262023221479,51.3634352838,0.0197470969951,-0.109357945736,3.5679638972e-05,-0.0419988866041,0.00831611352618,-96.9084875749,0.0179471149539,0.367832856011,-4.35274447524e-05
2.099,-0.0674933529343,-0.000737496713205,-55.7164414608,0.0200935816444,-0.294945779233,-1.87191070373e-05,-0.058509275648,-0.00159205349774,51.291593384,0.0197030487747,-0.10917123235,3.78047234786e-05,-0.0419775778807,0.00642257864265,-96.7247833875,0.0179274523565,0.367148832172,-4.95774593458e-05
2.1,-0.0676288379188,-0.0018377705601,-55.6324610068,0.0200382720432,-0.294540838771,-1.29256391154e-05,-0.0581552782147,-0.000558901751381,51.2149192703,0.0196564176053,-0.108972146533,3.99441565543e-05,-0.0419489181243,0.00453229072965,-96.5320563589,0.0179071217723,0.366433627876,-5.56143147237e-05
2.101,-0.0677381037373,-0.0029428076021,-55.5435306703,0.0199801118191,-0.294112872892,-7.07938537317e-06,-0.0578162633271,0.000478509949305,51.1334210928,0.0196072332648,-0.108760611641,4.20991990848e-05,-0.041910775388,0.00264484093941,-96.3303310833,0.0178860551026,0.365687328754,-6.16413108802e-05
2.102,-0.0678197763807,-0.00405239637775,-55.4496489525,0.0199191738784,-0.293661825468,-1.18269374903e-06,-0.0574942702172,0.00151939028493,51.0471073767,0.0195555288599,-0.108536565432,4.42708801544e-05,-0.0418611568664,0.000759851046482,-96.1196281866,0.0178641813402,0.364909983071,-6.76613835964e-05
2.103,-0.0678726330413,-0.00516630527818,-55.3508123767,0.0198555328067,-0.293187604329,4.76185955216e-06,-0.0571911144219,0.00256288732929,50.9559872009,0.0195013406769,-0.108299961676,4.64599698978e-05,-0.0417982324482,-0.00112303011531,-95.8999642555,0.0178414270679,0.364101600972,-7.36771391431e-05
2.104,-0.067895610575,-0.0062842844988,-55.2470155155,0.0197892645708,-0.292690081247,1.07514965314e-05,-0.0569083738955,0.00360810804167,50.8600703635,0.0194447080226,-0.108050771521,4.86669554305e-05,-0.0417203567341,-0.00300413024425,-95.6713518475,0.0178177169054,0.36326215442,-7.96908898367e-05
2.105,-0.0678878125757,-0.00740606801265,-55.138251056,0.0197204462342,-0.292169092566,1.67832628351e-05,-0.0566473773503,0.00465413912806,50.7593675255,0.0193856730567,-0.107788984594,5.08920201857e-05,-0.041626089255,-0.00488375707713,-95.4337995821,0.0177929738975,0.362391577866,-8.57046894768e-05
2.106,-0.0678485150399,-0.00853137555145,-55.0245099015,0.0196491556876,-0.291624440495,2.28540521332e-05,-0.056409194865,0.00570006874437,50.6538903282,0.0193242806191,-0.107514609836,5.31350269269e-05,-0.0415142126408,-0.00676220171091,-95.1873123181,0.0177671198383,0.361489769655,-9.1720367809e-05
2.107,-0.0677771706102,-0.00965991458332,-54.9057813105,0.0195754713945,-0.291055895053,2.89606294829e-05,-0.0561946307825,0.00674500848822,50.5436514797,0.0192605780526,-0.107227676053,5.53955046558e-05,-0.0413837485062,-0.00863974165494,-94.9318914145,0.0177400755263,0.360556594186,-9.77395632814e-05
2.108,-0.0676734113998,-0.0107913822794,-54.7820530705,0.0194994721519,-0.290463196639,3.50996537897e-05,-0.0560042188994,0.00778811511327,50.4286648068,0.0191946150243,-0.106928232171,5.76726395797e-05,-0.0412339708424,-0.0105166435446,-94.6675350739,0.0177117609521,0.359591884788,-0.000103763753491
2.109,-0.0675370504078,-0.0119254674635,-54.6533117053,0.0194212368678,-0.289846059208,4.12676995227e-05,-0.0558382199323,0.00882861140214,50.3089452722,0.0191264433427,-0.10661634722,5.99652702491e-05,-0.0410644167276,-0.0123931654633,-94.3942387638,0.017682095419,0.358595447295,-0.00010979428285
2.11,-0.0673680815478,-0.0130618525412,-54.5195427114,0.0193408443537,-0.289204173992,4.74612778754e-05,-0.0556966212322,0.00986580565017,50.1845089549,0.0190561167731,-0.106292110033,6.22718869248e-05,-0.0408748941957,-0.0142695588343,-94.1119957105,0.0176509976029,0.357567064263,-0.000115832387124
2.111,-0.0671666783193,-0.0142002154053,-54.3807308225,0.0192583731359,-0.288537213713,5.36768575734e-05,-0.0555791387029,0.0108991092439,50.0553729965,0.0189836908481,-0.105955628677,6.45906351803e-05,-0.0406654871363,-0.0161460698604,-93.8207974572,0.017618385559,0.356506499752,-0.000121879214621
2.112,-0.0669331911584,-0.0153402313157,-54.2368602948,0.0191739012821,-0.287844837217,5.99108855329e-05,-0.0554852208686,0.0119280518624,49.921555516,0.0189092226733,-0.105607029645,6.69193237023e-05,-0.0404365571278,-0.0180229405018,-93.5206344773,0.0175841766835,0.355413504612,-0.000127935843916
2.113,-0.0666681435144,-0.0164815747513,-54.0879152122,0.0190875062468,-0.28712669445,6.61598075502e-05,-0.0554140550236,0.0129522938858,49.7830754959,0.0188327707242,-0.105246456809,6.9255436201e-05,-0.0401887421442,-0.0199004089947,-93.2114968321,0.0175482876444,0.354287822163,-0.0001340032981
2.114,-0.0663722267002,-0.0176239212308,-53.9338798026,0.0189992647337,-0.286382431694,7.24200891732e-05,-0.0553645753891,0.013971635666,49.6399526459,0.0187543946337,-0.10487407018,7.15961473034e-05,-0.0399229521114,-0.021778709927,-92.8933748614,0.0175106342931,0.35312919417,-0.000140082555618
2.115,-0.0660462935734,-0.0187669490987,-53.7747387627,0.0189092525755,-0.28561169695,7.86882368558e-05,-0.0553354731912,0.014986023387,49.4922072493,0.0186741549666,-0.104490044491,7.39383422626e-05,-0.0396403613259,-0.023658073892,-92.5662598924,0.0174711315716,0.351937366997,-0.000146174557852
2.116,-0.0656913511083,-0.0199103412699,-53.610477585,0.0188175446316,-0.284814145402,8.49608194436e-05,-0.0553252085693,0.0159955513332,49.3398599993,0.0185921129786,-0.104094567635,7.62786402803e-05,-0.039342397789,-0.0255387267542,-92.2301449562,0.0174296934307,0.350712097833,-0.000152280213633
2.117,-0.0653085519211,-0.0210537869277,-53.4410828806,0.0187242147017,-0.283989444825,9.1234489972e-05,-0.0553320242162,0.0170004604678,49.1829318316,0.0185083303579,-0.103687838993,7.86134212065e-05,-0.0390307295457,-0.0274208885617,-91.885025495,0.0173862327738,0.349453160842,-0.000158400400928
2.118,-0.0648991848178,-0.0221969831625,-53.2665426932,0.0186293354554,-0.283137280869,9.75060076887e-05,-0.055353960645,0.0180011333204,49.021443761,0.0184228689479,-0.103270067689,8.0938855352e-05,-0.038707248158,-0.0293047721478,-91.5309000482,0.0173406614421,0.348160353148,-0.000164535965974
2.119,-0.0644646644328,-0.0233396365436,-53.0868467978,0.0185329783758,-0.282257362101,0.000103772260146,-0.0553888729729,0.0189980852734,48.8554167293,0.0183357904477,-0.102841470795,8.32509361235e-05,-0.0383740494757,-0.0311905814658,-91.1677709024,0.0172928902534,0.3468335005,-0.000170687720128
2.12,-0.0640065200327,-0.0244814646074,-52.9019869796,0.0184352137164,-0.281349424712,0.000110030285134,-0.0554344491069,0.0199919524282,48.6848714711,0.0182471560922,-0.102402271537,8.55455151646e-05,-0.0380334119058,-0.0330785097002,-90.7956446933,0.0172428291089,0.345472462533,-0.000176856434722
2.121,-0.0635263835602,-0.0256221972492,-52.7119572882,0.0183361104675,-0.28041323681,0.000116277292167,-0.0554882292104,0.0209834763209,48.509828403,0.0181570263101,-0.101952697517,8.7818339669e-05,-0.0376877724124,-0.034968737202,-90.4145329455,0.0171903871765,0.344077137486,-0.000183042834206
2.122,-0.0630259769967,-0.0267615780021,-52.5167542615,0.018235736331,-0.279448602213,0.000122510683177,-0.055547626326,0.0219734858335,48.3303075436,0.0180654603615,-0.101492979002,9.00650915094e-05,-0.0373397005091,-0.0368614292899,-90.024452542,0.0171354731609,0.342647466311,-0.000189247587835
2.123,-0.0625070991231,-0.0278993651846,-52.3163771165,0.0181341577,-0.278455363661,0.000128728072033,-0.0556099480232,0.0229628767223,48.1463284666,0.0179725159578,-0.101023347286,9.22814278136e-05,-0.0369918705337,-0.0387567339605,-89.6254261105,0.017077995664,0.341183436061,-0.000195471300148
2.124,-0.0619716117633,-0.0290353329004,-52.1108279034,0.0180314396396,-0.277433405408,0.000134927302443,-0.0556724189343,0.0239525892427,47.9579102915,0.017878248866,-0.100544033173,9.44630225997e-05,-0.0366470325158,-0.0406547795487,-89.2174823209,0.0170178636408,0.339685082502,-0.000201714500477
2.125,-0.0614214255955,-0.0301692718736,-51.90011162,0.0179276458654,-0.276382655127,0.000141106463836,-0.0557322040382,0.0249435844003,47.7650717128,0.0177827125023,-0.100055265597,9.66056090746e-05,-0.0363079819693,-0.042555672374,-88.8006560869,0.0169549869476,0.338152491884,-0.000207977631675
2.126,-0.0608584856201,-0.0313009901013,-51.6842362841,0.0178228387159,-0.275303085095,0.00014726390475,-0.0557864325428,0.0259368193941,47.56783107,0.0176859575201,-0.0995572703867,9.87050221866e-05,-0.0359775289552,-0.0444594944111,-88.3749886675,0.0168892769822,0.336585801851,-0.000214261038272
2.127,-0.0602847563754,-0.0324303133112,-51.4632129645,0.0177170791144,-0.27419471266,0.000153398243337,-0.0558322222121,0.0269332228364,47.3662064546,0.0175880313988,-0.0990502692109,0.000100757241013,-0.0356584667676,-0.046366301015,-87.9405276664,0.0168206474065,0.334985201442,-0.000220564954225
2.128,-0.0597022069966,-0.0335570852095,-51.2370557679,0.0176104265163,-0.273057599943,0.000159508374574,-0.0558667039789,0.0279336703441,47.1602158543,0.0174889780404,-0.0985344786977,0.000102758430564,-0.0353535406077,-0.0482761187329,-87.4973269289,0.0167490149443,0.33335093021,-0.000226889490426
2.129,-0.0591127962158,-0.0346811675116,-51.0057817837,0.0175029388379,-0.271891852824,0.00016559347387,-0.0558870466747,0.0289389610846,46.9498773297,0.0173888373813,-0.0980101097452,0.000104704982565,-0.0350654166017,-0.0501889432338,-87.0454463395,0.0166743002401,0.331683276466,-0.000233234622141
2.13,-0.058518457403,-0.0358024397496,-50.7694109879,0.0173946723619,-0.270697619211,0.000171652996784,-0.0558904817051,0.0299497958388,46.7352092171,0.0172876450278,-0.0974773670195,0.000106593554797,-0.034796651523,-0.0521047373818,-86.5849515225,0.0165964287647,0.329982574674,-0.000239600176535
2.131,-0.0579210837528,-0.0369207988528,-50.527966107,0.0172856816173,-0.269475086628,0.000177686674676,-0.0558743274906,0.0309667571043,46.5162303535,0.0171854319242,-0.0969364486416,0.000108421108565,-0.0345496635625,-0.0540234294824,-86.115913454,0.0165153317506,0.328249202069,-0.000245985820465
2.132,-0.0573225137241,-0.0380361585075,-50.2814724462,0.0171760192292,-0.268224479183,0.000183694506204,-0.0558360134887,0.0319902917145,46.2929603151,0.0170822240613,-0.0963875460539,0.000110184943856,-0.0343267044827,-0.0559449117292,-85.6384079903,0.0164309471373,0.326483574557,-0.000252391048733
2.133,-0.0567245168406,-0.0391484483003,-50.0299576836,0.0170657357376,-0.266946053971,0.000189676744669,-0.055773103608,0.0330206963847,46.0654196609,0.016978042234,-0.0958308440577,0.00011188273179,-0.034129833468,-0.0578690388785,-85.1525153258,0.0163432205069,0.324686141977,-0.000258815172991
2.134,-0.0561287799644,-0.0402576126593,-49.7734516366,0.0169548793807,-0.265640096974,0.000195633881338,-0.0556833188198,0.0340581065259,45.8336301749,0.0168729018562,-0.0952665210061,0.000113512543941,-0.0339608929653,-0.0597956271793,-84.6583193879,0.0162521059896,0.322857382831,-0.000265257311554
2.135,-0.0555368941556,-0.0413636096097,-49.5119860021,0.0168434958453,-0.264306918559,0.000201566624964,-0.0555645587724,0.0351024885875,45.5976150963,0.0167668128398,-0.0946947491355,0.000115072878153,-0.0338214867799,-0.0617244535885,-84.1559071841,0.0161575671163,0.320997798585,-0.000271716380357
2.136,-0.0549503422291,-0.0424664093664,-49.2455940786,0.0167316279812,-0.262946848639,0.000207475877854,-0.0554149222097,0.0361536361001,45.3573993303,0.0166597795432,-0.0941156950156,0.000116562680472,-0.0337129606648,-0.0636552552991,-83.6453681113,0.0160595775999,0.31910790765,-0.00027819108534
2.137,-0.0543704871248,-0.0435659927887,-48.9743104726,0.0166193154828,-0.261560231609,0.000213362708928,-0.055232725998,0.0372111695051,45.1130096306,0.016551800796,-0.0935295200955,0.000117981362861,-0.0336363856065,-0.0655877296103,-83.1267932444,0.015958122024,0.317188239174,-0.000284679916567
2.138,-0.0537985611995,-0.0446623497292,-48.6981707972,0.0165065945386,-0.260147421137,0.000219228324308,-0.0550165225653,0.0382745397599,44.8644747464,0.016442870002,-0.0929363813204,0.000119328816388,-0.0335925439784,-0.0675215341683,-82.6002746149,0.0158531964216,0.315239326753,-0.000291181144386
2.139,-0.0532356565514,-0.0457554773087,-48.417211367,0.0163934974536,-0.258708774928,0.000225074036079,-0.0547651155653,0.0393430356212,44.6118255267,0.0163329753221,-0.0923364317966,0.000120605419614,-0.0335819186954,-0.0694562876048,-82.0659044956,0.0157448087281,0.313261702203,-0.000297692817964
2.14,-0.0526827164818,-0.0468453781533,-48.1314688947,0.016280052248,-0.257244649536,0.000230901229896,-0.0544775735816,0.0404157944177,44.3550949769,0.016222099939,-0.0917298214758,0.000121812041962,-0.0336046854654,-0.0713915705979,-81.5237747046,0.0156329790948,0.311255889491,-0.000304212766515
2.141,-0.0521405281939,-0.0479320586319,-47.8409801963,0.0161662822384,-0.255755395342,0.000236711332219,-0.0541532416994,0.0414918160436,44.0943182627,0.0161102223996,-0.0911166978368,0.000122950041877,-0.0336607081971,-0.0733269273785,-80.9739759408,0.0155177400532,0.309222398958,-0.00031073860354
2.142,-0.0516097168207,-0.0490155271311,-47.5457819089,0.0160522056082,-0.254241351766,0.000242505777933,-0.0537917507845,0.0425699798261,43.8295326585,0.0159973170334,-0.090497206536,0.000124021259668,-0.0337495375827,-0.0752618676976,-80.4165971644,0.0153991365225,0.307161721929,-0.000317267734376
2.143,-0.0510907408686,-0.0500957924054,-47.2459102267,0.0159378349762,-0.252702842821,0.000248285979158,-0.0533930243227,0.0436490638564,43.5607774395,0.0158833544401,-0.0898714920079,0.000125028004965,-0.0338704128389,-0.0771958692691,-79.8517250323,0.0152772256566,0.305074325812,-0.000323797367297
2.144,-0.0505838891489,-0.0511728620377,-46.941400659,0.0158231769701,-0.251140173072,0.00025405329602,-0.0529572826915,0.0447277663181,43.2880937183,0.01576830204,-0.0892396979901,0.000125973038794,-0.0340222665532,-0.0791283806907,-79.2794433995,0.015152076532,0.302960649776,-0.00033032452838
2.145,-0.0500892792626,-0.0522467410454,-46.6322878156,0.0157082318167,-0.249553624068,0.000259809010133,-0.0524850447567,0.0458047283032,43.0115242263,0.0156521246769,-0.088601967956,0.000126859550341,-0.0342037325444,-0.0810588248422,-78.6998328929,0.0150237696789,0.300821101066,-0.000336846080278
